text,label
"Ὁ συνετὸς ἀνθύπατος Σέργιος Παῦλος, καίπερ ἄλλων παρόντων, αὐτὸς προσκαλεσάμενος Βαρνάβαν τε καὶ Σαῦλον, ἐσπούδαζεν ἀκοῦσαι τὸν λόγον τὸν ἐκ Θεοῦ.",Anticipation
"Εἷς τις, τετυφωμένος καὶ μηδὲν ἐπιστάμενος, νοσεῖ περὶ ζητήσεις καὶ λογομαχίας, ἐξ ὧν γίνεται φθόνος, ἔρις, βλασφημίαι, ὑποψίαι πονηραί.",Disgust
"ἥξει γὰρ καιρὸς ὅτε οἱ ἄνθρωποι ἀποστρέψονται ἀπὸ τῆς ὑγιοῦς διδαχῆς, ἀλλὰ πρὸς τὰς ἰδίας ἐπιθυμίας ἀποβλέποντες, πλήθει διδασκάλων ἑαυτοὺς περιβαλοῦνται, οἵτινες πρὸς χάριν τῶν ἀκοῶν αὐτῶν λαλοῦσιν.",Disgust
Ἐπιποθοῦμεν δὲ ἕκαστον ὑμῶν τὴν αὐτὴν ἐνδείκνυσθαι σπουδὴν ἀκλινῶς πρὸς τὴν πληροφορίαν τῆς ἐλπίδος ἄχρι τέλους.,Anticipation
"Ἡμεῖς γὰρ σφοδρῶς ἐπιποθοῦμεν πάντας ὑμᾶς διαμένειν ἐν τῇ αὐτῇ σπουδῇ, τὴν ἐλπίδα ὑμῶν ἔχοντες βεβαίαν καὶ ἀκλινῆ μέχρι τῆς συντελείας.",Anticipation
"Εἶπεν δὲ πρὸς αὐτούς, Ἰδοὺ ἔρχονται ἡμέραι, ἐν αἷς ποθήσουσιν μίαν τῶν ἡμερῶν τοῦ Υἱοῦ τοῦ ἀνθρώπου, καὶ οὐ μὴ εὕρωσιν.",Sadness
"Ἰησοῦς δέ, προλέγων πρὸς τοὺς μαθητὰς αὐτοῦ, ἔφη ὅτι ἔρχονται καιροί, ὅτε ἐπιθυμήσετε βλέπειν μίαν μόνην ἡμέραν τῶν τοῦ Υἱοῦ τοῦ ἀνθρώπου, καὶ οὐ μὴ ἴδητε.",Sadness
"Ὁ τοῦ Πνεύματος λόγος, κἂν ἐν ἡμῖν καταβληθῇ, οὐκ ἀποδίδωσι τελέσφορον καρπόν, ἐπεὶ αἱ τοῦ κόσμου μέριμναι καὶ ἡ τῶν χρημάτων ἀπάτη καὶ πᾶσα ἑτέρα ἐπιθυμία ἐπικρατοῦσα τὴν καρδίαν ἀκάρπως ποιεῖ.",Disgust
Προσλαλῶν τοῖς μετ' αὐτοῦ διεσάφησεν ὡς εἶχεν σφοδρὸν πόθον ἵνα μεταλάβῃ ταύτης τῆς ἑορτῆς σὺν αὐτοῖς πρὶν παθεῖν.,Anticipation
"Καὶ ἀπεκάλυψεν αὐτοῖς, Ἐπιθυμίᾳ ἐπεθύμησα τοῦτο τὸ πάσχα συνεσθίειν ὑμῖν πρὶν πάθω.",Anticipation
"Παιδευώμεθα οὖν ἐκ τῶν προγεγονότων, ἵνα μὴ ἐμπέσωμεν εἰς τὴν αὐτὴν παγίδα τῆς πονηρᾶς ἐπιθυμίας, ᾗ καὶ οἱ πρὸ ἡμῶν ἐκρατήθησαν.",Disgust
"Αὗται αἱ ἀνθρώπιναι παραδόσεις, δοκοῦσαι μὲν σοφίαν ἔχειν διὰ ἐθελοθρησκίας καὶ ταπεινοφροσύνης καὶ ἀφειδίας σώματος, οὐδὲν ἰσχύουσιν πρὸς τὸ κωλύειν τὰς τῆς σαρκὸς ἐπιθυμίας.",Disgust
Πάντως ἀληθές ἐστιν ὅτι ὁ ἐπισκοπῆς ἐφιέμενος καλὸν καὶ ὠφέλιμον ἔργον ἐπιζητεῖ.,Anticipation
"Ἀληθῶς γάρ, ὁ βουλόμενος τοῦ ἐπισκοπεῖν, ἔργου ἀγαθοῦ καὶ τιμίου ἐπιθυμεῖ.",Anticipation
"Οὗτοι γὰρ νῦν τὴν ἄνωθεν πατρίδα ἐπιποθοῦσιν· διὸ οὐκ ἐπαισχύνεται αὐτῶν Θεὸς λέγεσθαι, τοῦτο δηλῶν διὰ τῆς οὐρανίου πόλεως ἣν αὐτοῖς ἡτοίμασεν.",Anticipation
"Ἀλλὰ νῦν ἐπιποθοῦσιν τὰ κρείττονα, τὰ ἐπουράνια ὄντα. Διὰ τοῦτο οὐκ ἔχει αἰσχύνην ὁ Θεὸς προσαγορεύεσθαι αὐτῶν Θεός, καὶ γὰρ αὐτοῖς ἑτοιμάσας πόλιν ἐν οὐρανῷ.",Anticipation
"ὡσαύτως δὲ καὶ οἱ ἄνδρες ἀπέστρεψαν ἀπὸ τῆς κατὰ φύσιν κοινωνίας πρὸς γυναῖκας. κατεφλέγοντο γὰρ σφοδρᾷ ἐπιθυμίᾳ εἰς ἄρσενας, ποιήσαντες ἔργα ἀπρεπῆ, καὶ ὑπέστησαν ἐν ἑαυτοῖς τὴν προσήκουσαν δίκην τῆς πλάνης αὐτῶν.",Disgust
"Μακάριοι οἱ ἐκ ψυχῆς ἐπιποθοῦντες τὴν δικαιοσύνην καὶ τὴν ὁσιότητα, ὅτι αἱ ψυχαὶ αὐτῶν πλησθήσονται.",Anticipation
"Μακάριοι οἱ ἐπιποθοῦντες τὴν δικαιοσύνην, ὅτι πλησθήσονται.",Anticipation
"Οὕτως ἀφρονές ἐστε, ὥστε νομίζειν τὰς γραφὰς λῆρον λαλεῖν, ὅταν δηλῶσιν τὰς σφοδρὰς τῆς καρδίας ἐπιθυμίας, αἵτινες καὶ πλεονεκτικαί εἰσιν, ἃς ὁ Θεὸς αὐτὸς ἐν ἡμῖν ἐνέθετο;",Anger
"Μὴ οὖν οἴεσθε ἀνωφελεῖς εἶναι τὰς γραφάς, ὅτε φανεροῦσιν τὸν ζῆλον τοῦ Θεοῦ περὶ τοῦ πνεύματος οὗ ἐνέθηκεν ἐν ἡμῖν;",Anger
"Ἐν τούτοις τοῖς τόποις μηδεμιᾶς ἔτι μοι χρείας οὔσης, νῦν ἡ γνώμη μου γίνεται πρὸς τὴν ἐκ πολλῶν ἐτῶν ἐπιποθίαν τοῦ ἐλθεῖν πρὸς ὑμᾶς καὶ ἰδεῖν.",Anticipation
"Τῆς διακονίας μου ἐν τούτοις τοῖς τόποις περανθείσης, ὁ ἐκ πλείστου χρόνου πόθος μοι τοῦ πρὸς ὑμᾶς παραγενέσθαι ἤδη παρέστη.",Anticipation
"Καὶ γὰρ ἡ ἔλευσις αὐτοῦ ἐγένετό μοι παραμυθία, τὸ δὲ πλεῖον τῆς χαρᾶς μου ἐπερίσσευσεν ἀπὸ τῆς ἀγγελίας αὐτοῦ, ἀπαγγέλλοντος τὴν σφοδρὰν ὑμῶν ἐπιπόθησιν καὶ τὴν ἐκ βάθους λύπην καὶ τὸν εἰς ἐμὲ ζῆλον, ἅπερ καὶ αὐτὸν σφόδρα παρεκάλεσεν ἐν τῇ μεθ' ὑμῶν διατριβῇ.",Joy
"Μεγάλως ἐχάρην, Τίτου ἀναγγείλαντος τὴν ἀπὸ ὑμῶν γενομένην αὐτῷ εὐφροσύνην καὶ παράκλησιν ἐν τῇ παρουσίᾳ αὐτοῦ, δι' ἧς καὶ αὐτὸς εὐφράνθη· περαιτέρω δὲ ἀναγγείλαντος αὐτοῦ τὴν ὑμετέραν σπουδὴν τοῦ ἰδεῖν με, καὶ τὴν λύπην καὶ τὸν ζῆλον τὸν ὑπὲρ ἐμοῦ, ἔτι πλεῖον ἐπλεόνασεν ἡ ἐμὴ χάρα.",Joy
"Καὶ ἄλλος ἄγγελος δεύτερος ἐβόησεν φωνῇ μεγάλῃ, λέγων, Ἔπεσεν Βαβυλὼν ἡ μεγάλη, ἧς ἡ δεινὴ ἀσέλγεια ἐμέθυσεν καὶ ἤγαγεν εἰς πλάνην πάντα τὰ ἔθνη.",Anger
"Καὶ ἄγγελος ἕτερος ἐφάνη, βοῶν τὴν πτῶσιν τῆς μεγάλης Βαβυλῶνος, ἥτις, μεθύσασα πάντα τὰ ἔθνη τῷ οἴνῳ τῆς πορνείας αὐτῆς, ἐπήγαγεν ἑαυτῇ τὴν θείαν κρίσιν.",Anger
"Προσέχετε τοίνυν, ὅτι τι πλέον ὑμῖν διασαφῶ: πᾶς γὰρ ὃς βλέπων γυναῖκα ἐν τῇ ψυχῇ αὐτοῦ ἐπιθυμῇ αὐτήν, ἤδη τετέλεσται μοιχεία ἐν τῇ καρδίᾳ αὐτοῦ.",Anticipation
"Λέγω ὑμῖν: ἀνδρὸς γὰρ ἀτενίζοντος γυναικὶ πρὸς ἡδονὴν πονηράν, ἤδη μοιχείαν ἐν τῇ καρδίᾳ αὐτοῦ πεποίηκεν.",Anticipation
"Οἱ τὸν πλοῦτον διώκοντες πολλάκις ἐμπλέκονται εἰς παγίδας καὶ πειρασμοὺς ἀναριθμήτους, θρέφοντες δὲ ὀρέξεις πολλὰς μωρὰς καὶ ὀλεθρίους, αἵτινες τέλος εἰς ἀπώλειαν τελείαν αὐτοὺς κατασύρουσιν.",Disgust
"Νῦν δὲ τῆς ὑπακοῆς γεγονότες, μὴ ἐάσητε τὴν ὑμετέραν ἀναστροφὴν μορφοῦσθαι κατὰ τὰς φιληδόνους ἐπιθυμίας αἱ ἐν τῇ προτέρᾳ ὑμῶν ἀγνοίᾳ ἐκράτουν.",Disgust
"Ἐπιθυμεῖτε σφόδρα καὶ οὐδέποτε κτᾶσθε ἃ ὀρέγεσθε, καίπερ μαχόμενοι καὶ φθονοῦντες καὶ πολεμοῦντες· οὐ γὰρ ἔχετε διὰ τὸ μὴ αἰτεῖσθαι.",Anger
"Τὸ μὴ αἰτεῖσθαι ὑμᾶς τὰ δέοντα, αἴτιον τοῦ μὴ ἔχειν ὑμᾶς ἐστιν, διὸ καὶ πολλὰ ἐπιθυμοῦντες οὐ λαμβάνετε, καὶ διὰ τὸν ζῆλον εἰς μάχας καὶ πολέμους πίπτετε μάτην.",Anger
"Διὸ ἀποθέσθε τὰς ἐπὶ τῆς γῆς φαύλας ὀρέξεις, τουτέστιν πορνείαν, πᾶσαν ἀκαθαρσίαν, πάθος ἀκόλαστον, καὶ ἐπιθυμίαν πονηράν· καὶ μάλιστα τὴν πλεονεξίαν, ἥτις ἐστὶν εἰδωλολατρία.",Disgust
"Οἱ ὀφθαλμοῖς καιομένοις ὑπὸ ἐπιθυμίας καὶ ἀπλήστῳ κακίας ὀρέξει ἀδιαλείπτως παγιδεύοντες τὰς ἀδυνατούσας ψυχάς, διὰ τῶν καρδιῶν αὐτῶν τῶν ἐν πλεονεξίᾳ γεγυμνασμένων, φανεροῦνται ὄντες ἀληθῶς τέκνα ἀπωλείας.",Disgust
"Οὐ γὰρ ἦν μου ἡ διδαχή, ἵνα πάντως ἀποχωρίζησθε ἀπὸ πάντων τῶν πόρνων τοῦ κόσμου τούτου ἢ πλεονεκτῶν ἢ ἁρπάγων ἢ εἰδωλολατρῶν· εἰ δὲ τοῦτο ἦν, ἀνάγκη ἦν ὑμᾶς ἐκ τοῦ κόσμου ἀποδημῆσαι.",Disgust
"Ὁ δὲ Κύριος προσελάλησεν αὐτῷ, ὅτι οἱ μὲν Φαρισαῖοι οὗτοι ἀποκαθαίρουσιν τὸ ἔξωθεν τῶν σκευῶν αὐτῶν, τὸ δὲ ἔσωθεν αὐτῶν μεστόν ἐστιν φιλαργυρίας καὶ κακίας.",Disgust
"Φαρισαῖος δέ τις, καθ' ἑαυτὸν ἑστώς, προσηύχετο πρὸς ἑαυτὸν ταῦτα: Εὐχαριστῶ σοι, ὁ Θεός, ὅτι οὐκ εἰμὶ ὥσπερ οἱ λοιποὶ τῶν ἀνθρώπων, οἱ δόλιοι, οἱ ἄδικοι, οἱ μοιχοί, οὐδὲ ὥσπερ ὁ ἐγγὺς ἑστὼς τελώνης.",Disgust
"Τίς οὖν ἡ αἰτία πάντων τῶν ἐν ὑμῖν ἀγώνων καὶ ταραχῶν; Αὗται γὰρ ἐκ τῶν ἰδίων ὑμῶν ἐπιθυμιῶν προέρχονται, τῶν ἀεὶ ἐν ταῖς καρδίαις ὑμῶν μαχομένων.",Anger
"Οἱ πόλεμοι καὶ αἱ μάχαι οἱ ὑμᾶς ταράσσοντες οὐκ εἰσὶν ἀπὸ τῶν ἔξωθεν, ἀλλὰ ἐκ τῶν ἡδονῶν ὑμῶν τῶν ἀπλήστων, αἱ στρατεύονται ἐν τοῖς μέλεσιν ὑμῶν ἀδιαλείπτως.",Anger
"οἱ τοιοῦτοι οὐ τὸν Κύριον Χριστὸν ἔχουσιν κύριον, ἀλλὰ τὰς ἰδίας σαρκικὰς ἐπιθυμίας, καὶ λόγοις πιθανοῖς καὶ κολακίᾳ δελεάζουσιν τοὺς ἀκεραίους.",Disgust
"Ὁ θεὸς παρέδωκεν αὐτοὺς πρὸς πάθη αἰσχύνης, ἐπειδὴ αἱ γυναῖκες αὐτῶν τὴν κατὰ φύσιν μίξιν ἀντήλλαξαν εἰς τὰ παρὰ φύσιν ἔργα.",Disgust
"Πρὸ τοῦ ἀπαλλαγῆναι ἡμᾶς τῆς ἐξουσίας τῆς φθαρτῆς φύσεως, ὁ νόμος οὐκ ἐκώλυεν τὰς ἁμαρτωλοὺς ἐν ἡμῖν ὁρμάς, ἀλλὰ μᾶλλον διήγειρεν αὐτὰς ἐν τοῖς σώμασιν ἡμῶν, ἄγων εἰς ἔργα θανάτου.",Sadness
"Ἔτι γὰρ ζώντων ἡμῶν κατὰ σάρκα, ὁ νόμος ἐγείρων τὰς ἐπιθυμίας τῆς ἁμαρτίας, ταῦτα δὲ ἐνήργουν διὰ τῶν μελῶν ἡμῶν εἰς τὸ ποιεῖν ἔργα θανατηφόρα.",Sadness
"Δὲ οἱ τοῦ Χριστοῦ τὴν σάρκα ἀπετέθεντο, πάσας τὰς αὐτῆς ἐπιθυμίας καὶ τὰ ἴδια πάθη ἀποταξάμενοι.",Anticipation
Οἱ Χριστῷ ἀνήκοντες ἐνεκρόωσαν τὸν παλαιὸν ἄνθρωπον αὐτῶν σὺν τοῖς ἀκαθάρτοις πάθεσιν καὶ ταῖς πονηραῖς ἐπιθυμίαις.,Anticipation
"Παραιτοῦ τὰς νεωτέρας χήρας, ἐπεὶ ὅταν αἱ ἐπιθυμίαι τῆς σαρκὸς ἐπικρατῶσιν τῆς πρὸς Χριστὸν πίστεως αὐτῶν, καταστρηνιῶσιν καὶ θέλουσιν πάλιν γαμηθῆναι.",Anticipation
"Ἀποστρέφεσθε τὰς νεωτέρας χήρας· ὅταν γὰρ ὑπὸ τῶν ἐπιθυμιῶν κρατηθῶσιν καὶ ἀθετήσωσιν τὴν εἰς Χριστὸν πίστιν, πρὸς γάμον ἀποβλέψουσιν.",Anticipation
"Ἐὰν οὖν τις ὑπὸ ἐπιθυμιῶν κρατῆται, ὀφείλει γαμεῖν· πολὺ γὰρ κρεῖσσον τὸ γαμεῖν ἢ βασανίζεσθαι ὑπὸ ἀκρασίας.",Anticipation
"συμφέρει τοῖς ἀσθενοῦσιν τῇ ἐγκρατείᾳ τῶν ἐπιθυμιῶν γαμεῖν, ἀντὶ τοῦ φλέγεσθαι ὑπὸ ἀχαλίνου πάθους.",Anticipation
"Οὗτος δὲ οὐκ ἔστιν τῶν τυχόντων, ἀλλὰ ἀποσταλεὶς παρὰ τῶν ἐκκλησιῶν συνεργὸς ἡμῖν ἐν τῇ ὁδοιπορίᾳ, ὃς συνεπιμελεῖται ἡμῖν τῆς χάριτος ταύτης τῆς διδόμενης, πρὸς τιμὴν τοῦ Κυρίου αὐτοῦ καὶ εἰς ἔνδειξιν τῆς ἡμετέρας σπουδῆς.",Anticipation
"Καὶ οὗτος ὁ ἀδελφός, ὁ συνεκδημῶν ἡμῖν, χειροτονηθεὶς ὑπὸ τῶν ἐκκλησιῶν, κοινωνεῖ ἡμῖν ἐν τῇ διακονίᾳ ταύτῃ, ἥτις ἐστὶν εἰς δόξαν τοῦ Κυρίου καὶ ἐκ τῆς ἡμετέρας γνησίας προθυμίας.",Anticipation
"Οὗτοι γὰρ ὑπὲρ τοὺς ἐν Θεσσαλονίκῃ πνεῦμα εὐγενέστερον ἔσχον, οἵτινες τὸν λόγον ἀσμένως προσεδέξαντο, οὐ μὴν ἀλλὰ καθ' ἑκάστην ἡμέραν τὰς γραφὰς ἐρευνῶντες διετέλουν, εἰ ἀληθῆ ἐστιν τὰ κηρυχθέντα.",Anticipation
"Οὗτοι γὰρ εὐγενέστεροι ἦσαν τῶν ἐν Θεσσαλονίκῃ, οἳ οὐ μόνον τὸν λόγον μετὰ πολλῆς σπουδῆς ἐδέξαντο, ἀλλὰ καὶ τὰς γραφὰς καθ' ἑκάστην ἡμέραν ἠρεύνησαν, εἰ οὕτως ἔχει ἡ ἀλήθεια.",Anticipation
"Γινώσκοντες τὴν ἀσθένειαν τῆς σαρκὸς ἡμῶν, καίπερ ἐπιθυμοῦντες τὰ ἀγαθά, δεῖ ἡμᾶς γρηγορεῖν καὶ προσεύχεσθαι διὰ παντός, ἵνα μὴ ὑπὸ τοῦ πειρασμοῦ κρατηθῶμεν.",Sadness
"Τῆς ἀνθρωπίνης φύσεως ἀσθενοῦς οὔσης, καίπερ τοῦ πνεύματος ὑμῶν σπουδαίου, προσήκει ὑμᾶς ἀγρυπνεῖν καὶ εὔχεσθαι, ἵνα μὴ ὑποπέσητε εἰς πειρασμόν.",Sadness
ἐπιποθῶ σφόδρα τὸ εὐαγγέλιον κηρύξαι ὑμῖν τοῖς ἐν Ῥώμῃ.,Anticipation
"διό, πολλὴν ἔχω προθυμίαν εἰς τὸ εὐαγγελίσασθαι πρὸς ὑμᾶς πάντας τοὺς ἐν Ῥώμῃ.",Anticipation
"ὦ βασιλεῦ, ἕνεκεν ταύτης τῆς ἐλπίδος κατηγοροῦμαι νῦν ὑπὸ Ἰουδαίων, ἣν τὸ δωδεκάφυλον ἡμῶν ἐν λατρείᾳ τῷ θεῷ νυκτὸς καὶ ἡμέρας προσκαρτεροῦν προσμένει.",Anticipation
"Βασιλεῦ Ἀγρίππα, κατηγοροῦμαί ἐγὼ ὑπὸ Ἰουδαίων ἕνεκεν ταύτης τῆς ἐλπίδος, ἣν τὸ ἔθνος ἡμῶν ὅλον, αἱ δώδεκα φυλαί, διώκουσιν καὶ κοπιῶσιν νυκτὸς καὶ ἡμέρας, προσδοκῶντες αὐτῆς τὴν ἔκβασιν.",Anticipation
"Τοῦ δὲ Πέτρου ἐν δεσμοῖς ὄντος, ἡ ἐκκλησία προσκαρτεροῦσα τῇ προσευχῇ τῷ Θεῷ ἐδεῖτο ὑπὲρ αὐτοῦ.",Anticipation
"Πέτρου τηρουμένου ἐν φυλακῇ, ἡ ἐκκλησία δὲ μετὰ σπουδῆς πολλῆς προσηύχετο τῷ Θεῷ ὑπὲρ αὐτοῦ.",Anticipation
"Τὰς ὑμῶν διακονίας ποιήσατε ἐν πνεύματι προθύμῳ καὶ ἀγαθῷ, ἀεὶ ἐνθυμούμενοι ὅτι ὁ κόπος ὑμῶν οὐκ ἀνθρώποις ἀλλὰ τῷ θεῷ προσφέρεται.",Trust
"Μετὰ πάσης σπουδῆς καὶ ἐκ ψυχῆς διακονεῖτε, μνημονεύοντες ἀεί ὅτι τῷ Κυρίῳ δουλεύετε καὶ οὐκ ἀνθρώποις.",Trust
"Οὗτος ἦν πεπαιδευμένος τὸν λόγον τοῦ Κυρίου, καὶ θερμὸς ὢν τῷ πνεύματι ἐλάλει καὶ ἐδίδασκε τὰς περὶ Ἰησοῦ ἀληθείας, μόνον γὰρ τὸ Ἰωάννου βάπτισμα ᾔδει.",Joy
"Οὗτος γὰρ, πεπαιδευμένος ἐν τοῖς τοῦ Κυρίου λόγοις, ἐκήρυσσεν περὶ τοῦ Ἰησοῦ μετὰ σφοδροῦ πνευματικοῦ ζήλου καὶ πάσης ἀκριβείας, οὐδὲν πλέον εἰδὼς πλὴν τὸ τοῦ Ἰωάννου βάπτισμα.",Joy
"Παῦλος οὖν, σπεύδων σφόδρα γενέσθαι εἰς Ἱεροσόλυμα πρὸς τὴν πεντηκοστήν, εἰ δυνατόν τι ἦν, ἐβουλεύσατο παραπλεῦσαι τὴν Ἔφεσον, ἵνα μὴ γένηται αὐτῷ διατριβὴ ἐν τῇ Ἀσίᾳ.",Anticipation
"Παῦλος, βουλόμενος σφόδρα φθάσαι εἰς Ἱεροσόλυμα πρὸ τῆς Πεντηκοστῆς, ἐβουλεύσατο μὴ εἰσελθεῖν εἰς Ἔφεσον, ἵνα μὴ ἀναβολὰς ἢ διατριβὴν λάβῃ ἐν τῇ Ἀσίᾳ, ἥτις ἐμποδίσαι ἂν αὐτοῦ τὴν πορείαν.",Anticipation
"Περὶ τῆς τῶν πτωχῶν προνοίας ἐνετάλην, καὶ πάσῃ προθυμίᾳ ἐσπούδασα.",Anticipation
"Πᾶσα ἡ φροντίς μου πρὸς τοῦτο μόνον ἦν, ἵνα μὴ λήθη γένηται τῶν πτωχῶν, περὶ οὗ καὶ αὐτὸς ἐκοπίασα πληρῶσαι.",Anticipation
"οὐκ οὖν διὰ τὸν ἀδικήσαντα οὐδὲ διὰ τὸν ἀδικηθέντα ἔγραψα ὑμῖν, ἀλλ᾽ ἵνα φανερὰ γένηται ἡ πρὸς ἡμᾶς ὑμῶν σπουδὴ καὶ ὑμῖν αὐτοῖς καὶ ἐνώπιον τοῦ Θεοῦ.",Trust
"Οὐ γὰρ ἦν σκοπὸς τῆς ἐπιστολῆς μου πρὸς ὑμᾶς ἡ κόλασις τοῦ ἁμαρτήσαντος οὐδὲ ἡ παραμυθία τοῦ ἀδικηθέντος, ἀλλὰ μᾶλλον ἵνα φανερωθῇ ἐνώπιον τοῦ θεοῦ ἡ σπουδὴ ὑμῶν ἡ πρὸς ἡμᾶς, ἥτις ἐδείχθη ἐν τῇ ἀλλήλων ὑμῶν διακονίᾳ.",Trust
"Αὐτὸς ἐβουλήθη ἐλθεῖν πρὸς ὑμᾶς, οὐχ ὡς ἀναγκαζόμενος ἀλλὰ κατὰ τὴν ἰδίαν βούλησιν· τῆς γὰρ προθυμίας αὐτοῦ πολλῷ πλεῖον οὔσης τῆς ἐξ ἀρχῆς παρακλήσεως.",Anticipation
"Οὐκ ἀπειθήσας μὲν τῇ κλήσει, ἀλλὰ τοσοῦτον ἐν ἑαυτῷ ἔχων ζῆλον ὥστε αὐτομάτως πρὸς ὑμᾶς ἐλθεῖν.",Anticipation
"διὰ τοῦτο ἐν τάχει ἔπεμψα αὐτόν, ἵνα ὑμεῖς ἀναλαβόντες αὐτὸν χαρᾶς πληρωθῆτε, κἀμοὶ ἡ λύπη ἐλαττωθῇ.",Joy
"Ἀναγκαῖον οὖν ἦν μοι πέμψαι αὐτὸν πρὸς ὑμᾶς, ἐλπίζοντι ἵνα διὰ τῆς παρουσίας αὐτοῦ πάλιν χαράν λάβητε καὶ ἐγὼ μικρὰν ἀνάπαυσιν εὕρω ἀπὸ τῶν θλίψεών μου.",Joy
"Εἰ καὶ καλόν ἐστιν τὸ ζηλοῦν τὰ μείζονα τῶν χαρισμάτων, ἀλλὰ ἔτι ὑμῖν δείξω ὁδὸν πολλῷ κατ' ἐξοχὴν κρείττονα.",Anticipation
Μέλλω ὑμῖν γνωστοποιεῖν ὁδὸν καθ' ὑπερβολὴν κρείττονα τῶν πνευματικῶν ὧν ζηλοῦτε.,Anticipation
Ἡ γὰρ ἀγάπη πρὸς τοὺς ἀνθρώπους ἐν τῷ διορθοῦν αὐτῶν τὰ σφάλματα καὶ παιδεύειν ἔγκειται· διὸ δεῖ σε σπουδαῖον εἶναι ἐν τῇ πολιτείᾳ σου καὶ ἀληθῶς τὸν βίον μεταστρέφειν.,Fear
Ἐξ ἀγάπης γὰρ τῆς πολλῆς ἐπιτιμῶ καὶ παιδεύω τοὺς ἀγαπητούς μου· διὰ τοῦτο οὖν νῦν ὀφείλετε ἐξ ὅλης τῆς καρδίας μετανοῆσαι.,Fear
"Ἰδοὺ γὰρ ζῆλος ζέων πρὸς Θεὸν ὑμᾶς κατέχει σήμερον, ὃν καὶ ἐγὼ πρότερον ἀπὸ πάσης ψυχῆς εἶχον· ἐγὼ δέ, Ἰουδαῖος μὲν ὢν Ταρσεὺς Κιλικίας τῷ γένει, ἐν τῇ πόλει ταύτῃ ἀνετράφην καὶ πᾶσαν ἀκρίβειαν τοῦ πατρῴου νόμου ἐπαιδεύθην, Γαμαλιὴλ μοι διδασκάλου γενομένου.",Anticipation
"Καθὼς καὶ ὑμεῖς πάντες οἱ παρόντες, οὕτως καὶ ἐγὼ ζηλωτὴς ὑπάρχω τοῦ θεοῦ, Ἰουδαῖος ἀληθῶς· τὸ δὲ γένος ἔχων ἐκ Ταρσοῦ τῆς Κιλικίας, ἐν δὲ τῇ πόλει ταύτῃ τὴν τοῦ πατρῴου νόμου παιδείαν τὴν ἀκριβεστάτην ἐδιδάχθην παρὰ Γαμαλιήλ.",Anticipation
"Παρακαλοῦμεν ὑμᾶς διώκειν τὴν εἰρήνην, καὶ ἐπιμελεῖσθαι τῶν ἰδίων, καὶ πορίζεσθαι τὰ καθ' ἡμέραν διὰ τῶν ἰδίων χειρῶν, καθὼς καὶ ἐδιδάχθητε ἀφ' ἡμῶν.",Trust
"Ὑμεῖς γὰρ ἴστε ὅτι πρότερον παρεκελεύσαμεν ὑμῖν σπουδάζειν ἐν εἰρήνῃ ζῆν, καὶ τῶν ἑαυτῶν ἔργων ἐπιμελεῖσθαι, καὶ διὰ χειρῶν ἐργασίας ἑαυτοῖς πορίζειν τὰ δέοντα.",Trust
"Ὅσοι ἔχουσιν πιστοὺς κυρίους, μὴ καταφρονείτωσαν αὐτῶν διὰ τὸ πιστοὺς εἶναι καὶ ἀδελφούς, ἀλλὰ μᾶλλον δουλευέτωσαν μετὰ πάσης προθυμίας, γνωρίζοντες ὅτι πιστοί εἰσιν καὶ ἀγαπητοὶ οἱ τῆς καλῆς ὑπηρεσίας κοινωνοῦντες. Ταῦτα δίδασκε καὶ παρακάλει ἐν πάσῃ προτροπῇ.",Trust
"Περὶ δὲ τῶν δοῦλων τῶν ὑπὸ πιστοῖς δεσπόταις ὄντων, μὴ καταφρονείτωσαν αὐτῶν διὰ τὴν ἐν Χριστῷ ἰσοτιμίαν, ἀλλὰ μετὰ πλείονος προθυμίας ὑπηρετείτωσαν, ἐπεὶ οἱ κύριοι οὗτοι, ὄντες πιστοὶ καὶ ἀγαπητοί, μετέχουσιν τῆς θείας εὐεργεσίας. Ταῦτα δίδασκε καὶ προτρέπου ἐν πάσῃ παρακλήσει.",Trust
"Περὶ γὰρ αὐτῆς οὐκ ἀνάγκη λόγων, ἀλλὰ τὰ ἔργα αὐτῆς, πλήρη ἐλέους καὶ διακονίας, δηλοῖ ὅτι τέκνα ἀνέθρεψεν, ξένους ἐφιλοξένησεν, τοῖς ἁγίοις ἐν ταπεινοφροσύνῃ διηκόνησεν, τοὺς κακοπαθοῦντας ἀντελάβετο, καὶ πάντοτε ἐν ἀγαθοῖς ἔργοις διέμενεν.",Trust
"Τὰ ἔργα αὐτῆς τὰ ἀγαθὰ μαρτυρεῖ περὶ τῆς ζωῆς αὐτῆς, τέκνα θρέψασα, ξένους ὑποδεξαμένη, τοῖς ἁγίοις ταπεινῶς διακονήσασα, τοῖς πάσχουσιν ἐπαρκέσασα, καὶ ἐν παντὶ ἔργῳ ἀγαθῷ προσκαρτεροῦσα.",Trust
